t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_solid(bar),fO2_melt(bar),thick_surf_bl(m),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),massO_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),R_trans(m),R_solid(m),viscosity(Pa.s),p_N2(bar),p_NH3(bar),p_S2(bar),p_SO2(bar),p_H2S(bar)
2.5056000000e+04,2.8816513646e+03,2.9979362537e+03,1.7600680000e+04,1.6890191598e+04,3.1049923834e+02,1.0000000000e+00,2.4774730359e+00,2.4774730359e+00,1.0000000000e-02,0.0,5.7793474629e+19,2.1516173363e+20,0.0,1.5870989237e+21,1.2898326822e+19,6.3351164080e+20,1.7318848587e+02,4.3809713593e+01,1.0596730294e+02,1.9818614878e+01,1.1153814255e+00,5.7950838090e-10,2.4774730359e+00,3.5161170018e-02,6.6765430418e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.6056000000e+04,2.8661221322e+03,2.9782969966e+03,1.6684260000e+04,1.5978110520e+04,3.1049968373e+02,1.0000000000e+00,2.2016189540e+00,2.2016189540e+00,1.0000000000e-02,0.0,5.7896000624e+19,2.1505751320e+20,0.0,1.5871134467e+21,1.2883702211e+19,6.3312118517e+20,1.7296032023e+02,4.3810515374e+01,1.0627421182e+02,1.9568363184e+01,1.1056108955e+00,5.9085508987e-10,2.2016189540e+00,3.5194054869e-02,6.6732325303e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.7056000000e+04,2.8517820232e+03,2.9597967929e+03,1.5772190000e+04,1.5202854215e+04,3.1050012911e+02,1.0000000000e+00,1.9669634309e+00,1.9669634309e+00,1.0000000000e-02,0.0,5.7991853474e+19,2.1495996886e+20,0.0,1.5871269400e+21,1.2870107572e+19,6.3281388368e+20,1.7276930698e+02,4.3811260312e+01,1.0656231038e+02,1.9332358673e+01,1.0964141808e+00,6.0195500670e-10,1.9669634309e+00,3.5224600808e-02,6.6715122950e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.8056000000e+04,2.8407916547e+03,2.9422320591e+03,1.4996930000e+04,1.4617531243e+04,3.1050057450e+02,1.0000000000e+00,1.7649383301e+00,1.7649383301e+00,1.0000000000e-02,0.0,5.8082227681e+19,2.1486790506e+20,0.0,1.5871395915e+21,1.2857354942e+19,6.3257189825e+20,1.7260763827e+02,4.3811958781e+01,1.0683496130e+02,1.9108090648e+01,1.0876892093e+00,6.1288115581e-10,1.7649383301e+00,3.5253236440e-02,6.6691798477e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
2.9056000000e+04,2.8280407802e+03,2.9253356981e+03,1.4411610000e+04,1.3972854497e+04,3.1050101988e+02,1.0000000000e+00,1.5881567281e+00,1.5881567281e+00,1.0000000000e-02,0.0,5.8168609350e+19,2.1477983586e+20,0.0,1.5871516240e+21,1.2845221424e+19,6.3238117710e+20,1.7246875471e+02,4.3812623084e+01,1.0709647746e+02,1.8892195449e+01,1.0793019858e+00,6.2376551905e-10,1.5881567281e+00,3.5280467008e-02,6.6668512443e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
3.0056000000e+04,2.8148902164e+03,2.9092822528e+03,1.3766940000e+04,1.3365424445e+04,3.1050146527e+02,1.0000000000e+00,1.4349492515e+00,1.4349492515e+00,1.0000000000e-02,0.0,5.8250168014e+19,2.1469659195e+20,0.0,1.5871629331e+21,1.2833811565e+19,6.3223515865e+20,1.7235074385e+02,4.3813247450e+01,1.0734420724e+02,1.8686999510e+01,1.0713403969e+00,6.3445963179e-10,1.4349492515e+00,3.5306061560e-02,6.6645270681e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
3.1056000000e+04,2.7989025446e+03,2.8938785761e+03,1.3159510000e+04,1.2636037947e+04,3.1050191065e+02,1.0000000000e+00,1.3004036926e+00,1.3004036926e+00,1.0000000000e-02,0.0,5.8327992274e+19,2.1461708476e+20,0.0,1.5871736805e+21,1.2822963562e+19,6.3212478901e+20,1.7224928398e+02,4.3813840811e+01,1.0758132244e+02,1.8490011498e+01,1.0637055307e+00,6.4506143257e-10,1.3004036926e+00,3.5330386361e-02,6.6625169763e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
3.2056000000e+04,2.7871561954e+03,2.8794310395e+03,1.2430120000e+04,1.2145050064e+04,3.1050235604e+02,1.0000000000e+00,1.1845482878e+00,1.1845482878e+00,1.0000000000e-02,0.0,5.8400568843e+19,2.1454282757e+20,0.0,1.5871836653e+21,1.2812878330e+19,6.3204573628e+20,1.7216384750e+02,4.3814392074e+01,1.0780309660e+02,1.8305258905e+01,1.0565516379e+00,6.5531667604e-10,1.1845482878e+00,3.5352993411e-02,6.6603845681e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
3.3056000000e+04,2.7756902869e+03,2.8654946913e+03,1.1939140000e+04,1.1633079260e+04,3.1050280142e+02,1.0000000000e+00,1.0815648539e+00,1.0815648539e+00,1.0000000000e-02,0.0,5.8470241127e+19,2.1447147677e+20,0.0,1.5871932192e+21,1.2803224167e+19,6.3199034003e+20,1.7208970442e+02,4.3814919549e+01,1.0801656961e+02,1.8126995901e+01,1.0496545010e+00,6.6551075069e-10,1.0815648539e+00,3.5374628712e-02,6.6582702421e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
3.4056000000e+04,2.7646107817e+03,2.8522300161e+03,1.1427170000e+04,1.1291912822e+04,3.1050324681e+02,1.0000000000e+00,9.9104676598e-01,9.9104676598e-01,1.0000000000e-02,0.0,5.8536220500e+19,2.1440382104e+20,0.0,1.5872022391e+21,1.2794104201e+19,6.3195529144e+20,1.7202617640e+02,4.3815417544e+01,1.0821924963e+02,1.7957366524e+01,1.0430959385e+00,6.7549511055e-10,9.9104676598e-01,3.5395062641e-02,6.6561316068e+06,NaN,NaN,0.0000000000e+00,0.0,0.0,0.0,0.0
