,t(yr),T_surf(K),T_pot(K),flux_surf(W/m2),flux_OLR(W/m2),flux_ASR(W/m2),phi(vol_frac),fO2_melt(bar),massC_solid(kg),massC_melt(kg),massC_atm(kg),massH_solid(kg),massH_melt(kg),massH_atm(kg),p_surf(bar),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar),mmw(kg/mol),viscosity(Pa.s),R_solid(m)
183,98039.68647517264,2090.0306266489624,2078.895631026759,2459.304458082316,3218.425286652698,879.9970921835212,0.23997170187518613,9.513436055745418e-06,9.157774296226494e+18,9.450792340783825e+18,2.541662433620448e+20,2.1035808184362975e+20,1.738285297810142e+20,7.949948567614238e+18,161.18846456027487,21.510368001559915,72.19758991100531,62.89468160344043,3.842557147197363,4.166514848435934e-06,9.513436055745418e-06,0.03321652613597233,0.07996747505127086,5520887.128652541
184,98792.08568891138,2085.0395355648784,2073.85537691309,2454.1910506240424,3213.5230501123133,879.9970921835212,0.23715141943627874,9.371733462115213e-06,9.207353423251471e+18,9.435623884597592e+18,2.5413233472666573e+20,2.1126361191628236e+20,1.726511184644819e+20,7.974667877739085e+18,161.74563278202146,21.73200543737514,73.44625030838152,62.04360444508959,3.7780018800429795,3.9883492501599335e-06,9.371733462115213e-06,0.033318729062202054,0.08279981655178331,5526971.813867587
185,99545.82790786028,2080.0235182623687,2068.7929517498205,2448.488012490071,3208.0211714440848,879.9970921835212,0.2345744824131819,9.22427116472e-06,9.257985210851426e+18,9.418570598417269e+18,2.5409926306796238e+20,2.1218365582882003e+20,1.714630948843278e+20,8.000197575156357e+18,162.3016227318542,21.954789256412464,74.694671714163,61.189244546546924,3.714656723693998,3.818627379846394e-06,9.22427116472e-06,0.033419983030002,0.08572120264756179,5533114.18895987
186,100222.02971912175,2075.482978556654,2064.2217956508252,2440.3821651606577,3200.0737773665974,879.9970921835212,0.2322605719746145,9.071287744849615e-06,9.30447777480729e+18,9.392969926479675e+18,2.5407876944858373e+20,2.130253983438931e+20,1.7037421278739644e+20,8.034344180948909e+18,162.80737029123583,22.178295419555294,75.77774845316131,60.43566618896618,3.665308312696733,3.690336099717179e-06,9.071287744849615e-06,0.03350372365076765,0.0884301306550694,5538698.054624707
187,100966.6568505764,2070.4991211886113,2059.193193961022,2435.352396213024,3195.244030514675,879.9970921835212,0.2297207418364193,8.922939282333283e-06,9.356310522908959e+18,9.378693654959915e+18,2.5404172167201984e+20,2.1395872053969384e+20,1.691921648778928e+20,8.052841080421951e+18,163.3425221926281,22.381178484816527,77.02409690318767,59.583680856721585,3.6007062341394533,3.5270376223507667e-06,8.922939282333283e-06,0.03360562321534911,0.09147368083692893,5544853.284967389
188,101713.69581704587,2065.509622767152,2054.1695398012384,2427.4192192470546,3187.5486991344023,879.9970921835212,0.22717803695353983,8.75528722627147e-06,9.409004104229646e+18,9.354458708442513e+18,2.540137539298594e+20,2.1490324359813494e+20,1.6799221480591632e+20,8.081523544792596e+18,163.87840774988635,22.603833034647877,78.2234566312656,58.75221506395324,3.543692583931871,3.3878771746424573e-06,8.75528722627147e-06,0.03369983543601976,0.09459373855635757,5551043.087005493
189,102462.30710355937,2060.525804838147,2049.156266999103,2418.615252923069,3178.8893927313416,879.9970921835212,0.22463822691392474,8.580964762913278e-06,9.462455548470866e+18,9.327172841591669e+18,2.5398807327972763e+20,2.158572367212209e+20,1.667847800964405e+20,8.111919911795262e+18,164.40835307698498,22.828106754772328,79.40395599496021,57.92975284960271,3.4890297194989106,3.25858163428911e-06,8.580964762913278e-06,0.03379133881196609,0.09778272548376657,5557255.5389776435
190,103213.349072963,2055.543932362572,2044.1494606669585,2409.120041092712,3169.605240087254,879.9970921835212,0.222099408299403,8.398831767477861e-06,9.51694853361594e+18,9.297616550161842e+18,2.53963617353269e+20,2.1682577305464003e+20,1.6556644363552886e+20,8.142211265497114e+18,164.92771630273506,23.04897941778091,80.56328700072847,57.119558454599634,3.436134952205889,3.1380030957968473e-06,8.398831767477861e-06,0.033880507084735174,0.10104239098673144,5563523.58688757
191,103967.1238565296,2050.5634003037276,2039.1494990993317,2398.6676002589156,3159.3098594289518,879.9970921835212,0.21956127277642248,8.207090355423265e-06,9.572227349400797e+18,9.264979252896629e+18,2.5394144689208168e+20,2.1780442863326124e+20,1.643408619967356e+20,8.173654929783796e+18,165.43659104907556,23.26897296838839,81.69429075621011,56.32556410614164,3.385827562202577,3.0277683252112566e-06,8.207090355423265e-06,0.033966402328950825,0.1043726710817554,5569818.175812131
192,104723.8450006321,2045.5850219664487,2034.1570764882858,2387.3505445459086,3148.1704483802896,879.9970921835212,0.2170242348143343,8.007136578806388e-06,9.628278387785386e+18,9.229429291774476e+18,2.5392140745186627e+20,2.1879308797061166e+20,1.631068643616986e+20,8.206004135997448e+18,165.93506705169196,23.487675865631655,82.79793679678636,55.54753710482283,3.3378679604365615,2.9267378024636578e-06,8.007136578806388e-06,0.03404922342564708,0.10777272756037327,5576138.43868642
