pressure[Pa] solidus[K] liquidus[K]
3.460000000000000000e+11 7.598723189791288860e+03 8.352976467537502685e+03
3.470000000000000000e+11 7.614678541874435723e+03 8.370573296405500514e+03
3.480000000000000000e+11 7.630633893116499166e+03 8.388170269663080035e+03
3.490000000000000000e+11 7.646589242538537292e+03 8.405767387212963513e+03
3.500000000000000000e+11 7.662544588835198738e+03 8.423364648430730085e+03
3.510000000000000000e+11 7.678499930863360532e+03 8.440962052790086091e+03
3.520000000000000000e+11 7.694455267992650079e+03 8.458559599676656944e+03
3.530000000000000000e+11 7.710410600252654149e+03 8.476157288299122229e+03
3.540000000000000000e+11 7.726365928410559718e+03 8.493755117814580444e+03
3.550000000000000000e+11 7.742321253236002121e+03 8.511353087359675555e+03
3.560000000000000000e+11 7.758276575480160318e+03 8.528951196137464649e+03
3.570000000000000000e+11 7.774231895875642294e+03 8.546549443091616922e+03
3.580000000000000000e+11 7.790187215133993050e+03 8.564147827112943560e+03
3.590000000000000000e+11 7.806142533946368530e+03 8.581746347373980825e+03
3.600000000000000000e+11 7.822097852985055397e+03 8.599345004652388525e+03
3.610000000000000000e+11 7.838053172835996520e+03 8.616943800420944171e+03
3.620000000000000000e+11 7.854008493795441609e+03 8.634542736035527923e+03
3.630000000000000000e+11 7.869963816249364754e+03 8.652141812820309497e+03
3.640000000000000000e+11 7.885919140118101495e+03 8.669741032063249804e+03
3.650000000000000000e+11 7.901874465171914380e+03 8.687340394975019080e+03
3.660000000000000000e+11 7.917829791178055530e+03 8.704939902472247923e+03
3.670000000000000000e+11 7.933785117888011882e+03 8.722539553420567245e+03
3.680000000000000000e+11 7.949740445101052501e+03 8.740139345901452543e+03
3.690000000000000000e+11 7.965695772617509647e+03 8.757739277909315206e+03
3.700000000000000000e+11 7.981651100297987796e+03 8.775339347299515794e+03
3.710000000000000000e+11 7.997606427907522630e+03 8.792939551808636679e+03
3.720000000000000000e+11 8.013561755178730891e+03 8.810539889079596833e+03
3.730000000000000000e+11 8.029517081838563172e+03 8.828140356742693257e+03
3.740000000000000000e+11 8.045472407741037387e+03 8.845740953196282135e+03
3.750000000000000000e+11 8.061427733074493517e+03 8.863341679615328758e+03
3.760000000000000000e+11 8.077383058069504841e+03 8.880942537963306677e+03
3.770000000000000000e+11 8.093338382912062116e+03 8.898543530070814086e+03
3.780000000000000000e+11 8.109293707546207770e+03 8.916144657674396512e+03
3.790000000000000000e+11 8.125249032032435025e+03 8.933745922404254088e+03
3.800000000000000000e+11 8.141204356450210980e+03 8.951347325769953386e+03
3.810000000000000000e+11 8.157159680855702391e+03 8.968948869162410119e+03
3.820000000000000000e+11 8.173115005283037135e+03 8.986550553314194985e+03
3.830000000000000000e+11 8.189070329746823518e+03 9.004152377552565667e+03
